0x5D	U+005D		bracketright
0x5E	U+02C6		circumflex
0x5F	U+005F		underscore
0x60	U+2018		quoteleft
0x61	U+0061		a
0x62	U+0062		b
0x63	U+0063		c
0x64	U+0064		d
0x65	U+0065		e
0x66	U+0066		f
0x67	U+0067		g
0x68	U+0068		h
0x69	U+0456	1	cyrii
# Hum ... (fix for Serbian)
0x6A	U+0458	1	cyrj
0x6B	U+006B		k
0x6C	U+006C		l
0x6D	U+006D		m
0x6E	U+006E		n
0x6F	U+006F		o
0x70	U+0070		p
0x71	U+0071		q
0x72	U+0072		r
0x73	U+0073		s
0x74	U+0074		t
0x75	U+0075		u
0x76	U+0076		v
0x77	U+0077		w
0x78	U+0078		x
0x79	U+0079		y
0x7A	U+007A		z
0x7B	U+007B		braceleft
0x7C	U+007C		bar
0x7D	U+007D		braceright
0x7E	U+02DC		tilde
0x80	U+0490		CYRGUP
0x81	U+0492		CYRGHCRS
0x82	U+0402		CYRDJE
0x83	U+040B		CYRTSHE
0x84	U+04BA		CYRSHHA
0x85	U+0496		CYRZHDSC
0x86	U+0498		CYRZDSC
0x87	U+0409		CYRLJE
0x88	U+0407		CYRYI
0x89	U+049A		CYRKDSC
0x8A	U+04A0		
0x8B	U+049C		CYRKVCRS
0x8C	U+04D4		CYRAE
0x8D	U+04A2		CYRNDSC
0x8E	U+04A4		CYRNG
0x8F	U+0405		CYRDZE
0x90	U+04E8		CYROTLD
0x91	U+04AA		CYRSDSC
0x92	U+040E		CYRUSHRT
0x93	U+04AE		CYRY
0x94	U+04B0		CYRYHCRS
0x95	U+04B2		CYRHDSC
0x96	U+040F		CYRDZHE
0x97	U+04B8		CYRCHVCRS
0x98	U+04B6		CYRCHRDSC
0x99	U+0404		CYRIE
0x9A	U+04D8		CYRSCHWA
0x9B	U+040A		CYRNJE
0x9C	U+0401		CYRYO
0x9D	U+2116		textnumero
0x9E	U+00A4		textcurrency
0x9F	U+00A7		textsection
0xA0	U+0491	1	cyrgup
0xA1	U+0493	1	cyrghcrs
0xA2	U+0452	1	cyrdje
0xA3	U+045B	1	cyrtshe
0xA4	U+04BB	1	cyrshha
0xA5	U+0497	1	cyrzhdsc
0xA6	U+0499	1	cyrzdsc
0xA7	U+0459	1	cyrlje
0xA8	U+0457	1	cyryi
0xA9	U+049B	1	cyrkdsc
0xAA	U+04A1	1	
0xAB	U+049D	1	cyrkvcrs
0xAC	U+04D5	1	cyrae
0xAD	U+04A3	1	cyrndsc
0xAE	U+04A5	1	cyrng
0xAF	U+0455	1	cyrdze
0xB0	U+04E9	1	cyrotld
0xB1	U+04AB	1	cyrsdsc
0xB2	U+045E	1	cyrushrt
0xB3	U+04AF	1	cyry
0xB4	U+04B1	1	cyryhcrs
0xB5	U+04B3	1	cyrhdsc
0xB6	U+045F	1	cyrdzhe
0xB7	U+04B9	1	cyrchvcrs
0xB8	U+04B7	1	cyrchrdsc
0xB9	U+0454	1	cyrie
0xBA	U+04D9	1	cyrschwa
0xBB	U+045A	1	cyrnje
0xBC	U+0451	1	cyryo
0xBD	U+201E		quotedblbase
0xBE	U+00AB		guillemotleft
0xBF	U+00BB		guillemotright
0xC0	U+0410		CYRA
0xC1	U+0411		CYRB
0xC2	U+0412		CYRV
0xC3	U+0413		CYRG
0xC4	U+0414		CYRD
0xC5	U+0415		CYRE
0xC6	U+0416		CYRZH
0xC7	U+0417		CYRZ
0xC8	U+0418		CYRI
0xC9	U+0419		CYRISHRT
0xCA	U+041A		CYRK
0xCB	U+041B		CYRL
0xCC	U+041C		CYRM
0xCD	U+041D		CYRN
0xCE	U+041E		CYRO
0xCF	U+041F		CYRP
0xD0	U+0420		CYRR
0xD1	U+0421		CYRS
0xD2	U+0422		CYRT
0xD3	U+0423		CYRU
0xD4	U+0424		CYRF
0xD5	U+0425		CYRH
0xD6	U+0426		CYRC
0xD7	U+0427		CYRCH
0xD8	U+0428		CYRSH
0xD9	U+0429		CYRSHCH
0xDA	U+042A		CYRHRDSN
0xDB	U+042B		CYRERY
0xDC	U+042C		CYRSFTSN
0xDD	U+042D		CYREREV
0xDE	U+042E		CYRYU
0xDF	U+042F		CYRYA
0xE0	U+0430	1	cyra
0xE1	U+0431	1	cyrb
0xE2	U+0432	1	cyrv
0xE3	U+0433	1	cyrg
0xE4	U+0434	1	cyrd
0xE5	U+0435	1	cyre
0xE6	U+0436	1	cyrzh
0xE7	U+0437	1	cyrz
0xE8	U+0438	1	cyri
0xE9	U+0439	1	cyrishrt
0xEA	U+043A	1	cyrk
0xEB	U+043B	1	cyrl
0xEC	U+043C	1	cyrm
0xED	U+043D	1	cyrn
0xEE	U+043E	1	cyro
0xEF	U+043F	1	cyrp
0xF0	U+0440	1	cyrr
0xF1	U+0441	1	cyrs
0xF2	U+0442	1	cyrt
0xF3	U+0443	1	cyru
0xF4	U+0444	1	cyrf
0xF5	U+0445	1	cyrh
0xF6	U+0446	1	cyrc
0xF7	U+0447	1	cyrch
0xF8	U+0448	1	cyrsh
0xF9	U+0449	1	cyrshch
0xFA	U+044A	1	cyrhrdsn
0xFB	U+044B	1	cyrery
0xFC	U+044C	1	cyrsftsn
0xFD	U+044D	1	cyrerev
0xFE	U+044E	1	cyryu
0xFF	U+044F	1	cyrya
